"Fold_mean","Fold_sd","R_squared_mean","R_squared_sd","RMSE_mean","RMSE_sd","AUC_mean","AUC_sd"
3,1.58113883008419,0.540683642239721,0.158602262614433,0.187610883740663,0.0490786657046409,0.813521192070773,0.122159781096847
