OBJECTID,Event_Date,Event_Time_approximate,Landslide_Category,Landslide_Trigger,Latitude,Longitude,Country_Name,Country_Code,Administrative_Division,ev_id,Source
10901,2023-08-04 0:00:00,,Landslide,Downpour,22.07291072,103.6506862,Vietnam,VN,,0,NASA Events
10902,2023-08-16 0:00:00,,Landslide,Rain,21.90599267,92.2447021,Bangladesh,BD,,32425,NASA Events
10903,2022-04-02 0:00:00,,Landslide,Rain,-23.17292897,-44.35593156,Brazil,BR,,25016,NASA Events
10904,2023-07-26 0:00:00,,Landslide,Rain,17.94782736,121.0642104,Philippines,PH,,29584,NASA Events
10905,2023-08-04 0:00:00,,Landslide,Downpour,21.83285612,103.9488062,Vietnam,VN,,0,NASA Events
10906,2023-07-26 0:00:00,,Landslide,Rain,18.06714114,121.0418395,Philippines,PH,,28850,NASA Events
10907,2023-08-16 0:00:00,,Landslide,Rain,21.91793171,92.20914561,Bangladesh,BD,,32430,NASA Events
10908,2023-08-04 0:00:00,,Landslide,Downpour,22.18481161,103.2023653,Vietnam,VN,,0,NASA Events
10909,2023-08-16 0:00:00,,Landslide,Rain,22.06738246,92.20698661,Bangladesh,BD,,31248,NASA Events
10910,2023-07-26 0:00:00,,Landslide,Rain,17.9863582,121.0828592,Philippines,PH,,28995,NASA Events
10911,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.45776631,-53.27156613,Brazil,BR,,0,NASA Events
10912,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.40720821,-53.15846803,Brazil,BR,,0,NASA Events
10913,2023-07-26 0:00:00,,Landslide,Rain,17.92176548,121.0738536,Philippines,PH,,29714,NASA Events
10914,2023-07-26 0:00:00,,Landslide,Rain,18.10037903,120.9902258,Philippines,PH,,29125,NASA Events
10915,2023-08-16 0:00:00,,Landslide,Rain,21.97976937,92.23787708,Bangladesh,BD,,31407,NASA Events
10916,2023-02-19 0:00:00,,Landslide,Heavy Rain,-23.7673508,-45.68662892,Brazil,BR,,25335,NASA Events
10917,2023-07-26 0:00:00,,Landslide,Rain,17.91102731,121.0547224,Philippines,PH,,29830,NASA Events
10918,2022-10-28 0:00:00,,Landslide,Rain,6.76145584,124.3502741,Philippines,PH,,25084,NASA Events
10919,2023-08-04 0:00:00,,Landslide,Downpour,21.84057618,103.9137299,Vietnam,VN,,0,NASA Events
10920,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.04288633,-51.6419904,Brazil,BR,,0,NASA Events
10921,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.97615981,-51.90267209,Brazil,BR,,0,NASA Events
10922,2023-07-26 0:00:00,,Landslide,Rain,17.96391324,121.0127055,Philippines,PH,,29409,NASA Events
10923,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.39151265,-53.21033353,Brazil,BR,,0,NASA Events
10924,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.99164107,-51.60591079,Brazil,BR,,0,NASA Events
10925,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.08341854,-52.03233926,Brazil,BR,,0,NASA Events
10926,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.96857366,-51.91496599,Brazil,BR,,0,NASA Events
10927,2023-08-16 0:00:00,,Landslide,Rain,22.25210269,92.50294669,Bangladesh,BD,,31115,NASA Events
10928,2023-08-16 0:00:00,,Landslide,Rain,21.97971341,92.21125813,Bangladesh,BD,,31666,NASA Events
10929,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.53231017,-53.55758956,Brazil,BR,,0,NASA Events
10930,2023-08-16 0:00:00,,Landslide,Rain,22.27357078,92.5516019,Bangladesh,BD,,31178,NASA Events
10931,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.08796768,-52.03038178,Brazil,BR,,0,NASA Events
10932,2023-05-04 0:00:00,,Landslide,Downpour,-2.02569416,29.39673012,Rwanda,RW,,26432,NASA Events
10933,2023-07-26 0:00:00,,Landslide,Rain,17.89075408,121.0441512,Philippines,PH,,29989,NASA Events
10934,2023-02-19 0:00:00,,Landslide,Heavy Rain,-23.75771008,-45.69836181,Brazil,BR,,25319,NASA Events
10935,2023-07-26 0:00:00,,Landslide,Rain,17.91617426,121.0700934,Philippines,PH,,30442,NASA Events
10936,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.9991644,-51.93339259,Brazil,BR,,0,NASA Events
10937,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.30297231,-51.0965144,Brazil,BR,,0,NASA Events
10938,2023-07-26 0:00:00,,Landslide,Rain,18.12385619,121.001836,Philippines,PH,,28766,NASA Events
10939,2023-08-16 0:00:00,,Landslide,Rain,21.96349689,92.23650092,Bangladesh,BD,,31449,NASA Events
10940,2023-08-16 0:00:00,,Landslide,Rain,21.94770558,92.23217985,Bangladesh,BD,,32356,NASA Events
10941,2023-08-16 0:00:00,,Landslide,Rain,21.98679503,92.22229268,Bangladesh,BD,,31368,NASA Events
10942,2023-08-16 0:00:00,,Landslide,Rain,22.0209093,92.22040951,Bangladesh,BD,,31280,NASA Events
10943,2023-05-04 0:00:00,,Landslide,Downpour,-2.00998934,29.38256117,Rwanda,RW,,26445,NASA Events
10944,2022-10-28 0:00:00,,Landslide,Rain,7.11989278,124.0758985,Philippines,PH,,25258,NASA Events
10945,2022-04-02 0:00:00,,Landslide,Rain,-23.13265548,-44.24658141,Brazil,BR,,25033,NASA Events
10946,2023-08-04 0:00:00,,Landslide,Downpour,21.87233067,103.9215351,Vietnam,VN,,0,NASA Events
10947,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.94858289,-51.6015011,Brazil,BR,,0,NASA Events
10948,2023-07-26 0:00:00,,Landslide,Rain,17.9130389,121.0570816,Philippines,PH,,29839,NASA Events
10949,2023-08-04 0:00:00,,Landslide,Downpour,21.79130992,103.9580664,Vietnam,VN,,0,NASA Events
10950,2023-07-26 0:00:00,,Landslide,Rain,17.96122147,121.0307836,Philippines,PH,,29369,NASA Events
10951,2023-08-04 0:00:00,,Landslide,Downpour,21.85065193,103.9289501,Vietnam,VN,,0,NASA Events
10952,2023-08-04 0:00:00,,Landslide,Downpour,21.76325319,103.8797099,Vietnam,VN,,30810,NASA Events
10953,2023-08-16 0:00:00,,Landslide,Rain,22.15582873,92.33528364,Bangladesh,BD,,32605,NASA Events
10954,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.84801841,-51.43118349,Brazil,BR,,0,NASA Events
10955,2023-07-26 0:00:00,,Landslide,Rain,18.08404986,121.0903064,Philippines,PH,,28809,NASA Events
10956,2023-08-16 0:00:00,,Landslide,Rain,22.29384013,92.54022225,Bangladesh,BD,,31174,NASA Events
10957,2023-02-19 0:00:00,,Landslide,Heavy Rain,-23.77173414,-45.65176504,Brazil,BR,,25392,NASA Events
10958,2023-07-26 0:00:00,,Landslide,Rain,17.91190479,121.0470154,Philippines,PH,,29812,NASA Events
10959,2023-07-09 0:00:00,,Landslide,Heavy Rain,30.97997223,76.96405372,India,IN,,27884,NASA Events
10960,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.30588285,-51.99293045,Brazil,BR,,0,NASA Events
10961,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.96042112,-51.75084454,Brazil,BR,,0,NASA Events
10962,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.28476943,-52.06190924,Brazil,BR,,0,NASA Events
10963,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.44388022,-52.31943133,Brazil,BR,,0,NASA Events
10964,2023-08-16 0:00:00,,Landslide,Rain,21.97788669,92.21528242,Bangladesh,BD,,31665,NASA Events
10965,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.164815,-51.89159721,Brazil,BR,,0,NASA Events
10966,2023-08-16 0:00:00,,Landslide,Rain,22.3441873,92.46097801,Bangladesh,BD,,31023,NASA Events
10967,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.0627482,-52.24662647,Brazil,BR,,0,NASA Events
10968,2023-07-26 0:00:00,,Landslide,Rain,17.69108494,121.0511389,Philippines,PH,,0,NASA Events
10969,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.870053,-51.83153288,Brazil,BR,,0,NASA Events
10970,2023-08-04 0:00:00,,Landslide,Downpour,22.38255162,103.9733908,Vietnam,VN,,30841,NASA Events
10971,2023-08-16 0:00:00,,Landslide,Rain,21.92792174,92.23882091,Bangladesh,BD,,32287,NASA Events
10972,2023-07-26 0:00:00,,Landslide,Rain,17.91056373,121.0563863,Philippines,PH,,29834,NASA Events
10973,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.37049201,-53.20194164,Brazil,BR,,0,NASA Events
10974,2023-07-26 0:00:00,,Landslide,Rain,18.05769162,121.0147282,Philippines,PH,,28891,NASA Events
10975,2023-07-26 0:00:00,,Landslide,Rain,17.90653227,121.052984,Philippines,PH,,29911,NASA Events
10976,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.04426051,-52.11574743,Brazil,BR,,0,NASA Events
10977,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.92918515,-51.44813755,Brazil,BR,,0,NASA Events
10978,2023-07-26 0:00:00,,Landslide,Rain,17.90505875,121.0472555,Philippines,PH,,29918,NASA Events
10979,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.06250865,-51.48311465,Brazil,BR,,0,NASA Events
10980,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.96627504,-51.59526299,Brazil,BR,,0,NASA Events
10981,2023-08-04 0:00:00,,Landslide,Downpour,21.797706,103.9282029,Vietnam,VN,,0,NASA Events
10982,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.05316519,-51.56873572,Brazil,BR,,0,NASA Events
10983,2023-03-06 0:00:00,,Landslide,Heavy Rain,2.55114393,108.9782235,Indonesia,ID,,25646,NASA Events
10984,2023-08-04 0:00:00,,Landslide,Downpour,22.00592424,103.0803501,Vietnam,VN,,0,NASA Events
10985,2023-07-09 0:00:00,,Landslide,Downpour,36.75108508,128.4881861,South Korea,KR,,27808,NASA Events
10986,2023-07-26 0:00:00,,Landslide,Rain,18.21338456,120.9727164,Philippines,PH,,28560,NASA Events
10987,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.16992961,-51.90341571,Brazil,BR,,0,NASA Events
10988,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.99277752,-51.93487585,Brazil,BR,,0,NASA Events
10989,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.94897817,-51.59182127,Brazil,BR,,0,NASA Events
10990,2023-08-04 0:00:00,,Landslide,Downpour,21.74130732,103.8982036,Vietnam,VN,,0,NASA Events
10991,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.19426152,-51.82013788,Brazil,BR,,0,NASA Events
10992,2023-08-04 0:00:00,,Landslide,Downpour,21.72700954,103.8092472,Vietnam,VN,,0,NASA Events
10993,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.65502403,-53.54894067,Brazil,BR,,0,NASA Events
10994,2023-05-04 0:00:00,,Landslide,Downpour,-2.01262441,29.38946658,Rwanda,RW,,26451,NASA Events
10995,2023-07-26 0:00:00,,Landslide,Rain,17.89478555,121.0597886,Philippines,PH,,29953,NASA Events
10996,2023-07-09 0:00:00,,Landslide,Downpour,36.76317713,128.4748507,South Korea,KR,,27736,NASA Events
10997,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.17963912,-51.05306769,Brazil,BR,,0,NASA Events
10998,2023-07-28 0:00:00,,Landslide,Rain,24.83175349,118.334131,China,CN,,28215,NASA Events
10999,2023-08-04 0:00:00,,Landslide,Downpour,22.3771538,103.9801048,Vietnam,VN,,30885,NASA Events
11000,2023-07-26 0:00:00,,Landslide,Rain,17.81380213,121.0428843,Philippines,PH,,0,NASA Events
11001,2023-08-16 0:00:00,,Landslide,Rain,22.01408886,92.22630044,Bangladesh,BD,,31287,NASA Events
11002,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.61803533,-53.13334367,Brazil,BR,,0,NASA Events
11003,2023-08-04 0:00:00,,Landslide,Downpour,21.74949203,103.9111316,Vietnam,VN,,0,NASA Events
11004,2023-08-16 0:00:00,,Landslide,Rain,21.96205434,92.24862055,Bangladesh,BD,,32239,NASA Events
11005,2023-07-26 0:00:00,,Landslide,Rain,17.76234501,120.9359268,Philippines,PH,,0,NASA Events
11006,2023-08-16 0:00:00,,Landslide,Rain,21.96480062,92.22259446,Bangladesh,BD,,31434,NASA Events
11007,2023-08-16 0:00:00,,Landslide,Rain,22.04988779,92.21619921,Bangladesh,BD,,31690,NASA Events
11008,2023-08-16 0:00:00,,Landslide,Rain,21.990332,92.2244052,Bangladesh,BD,,31357,NASA Events
11009,2023-08-16 0:00:00,,Landslide,Rain,22.0069787,92.24755848,Bangladesh,BD,,31297,NASA Events
11010,2023-08-04 0:00:00,,Landslide,Downpour,21.8539462,103.9153768,Vietnam,VN,,0,NASA Events
11011,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.09741938,-51.56542684,Brazil,BR,,0,NASA Events
11012,2019-04-23 0:00:00, ,Landslide,Heavy Rain,-29.79671717,30.93519771,South Africa,ZA,,0,NASA Events
11013,2023-07-26 0:00:00,,Landslide,Rain,17.88184574,121.0269046,Philippines,PH,,30158,NASA Events
11014,2023-08-16 0:00:00,,Landslide,Rain,21.97769603,92.22478007,Bangladesh,BD,,32185,NASA Events
11015,2023-07-26 0:00:00,,Landslide,Rain,18.27747375,120.955829,Philippines,PH,,0,NASA Events
11016,2023-07-26 0:00:00,,Landslide,Rain,18.10886072,120.9500736,Philippines,PH,,29101,NASA Events
11017,2023-07-26 0:00:00,,Landslide,Rain,17.92039632,120.9546996,Philippines,PH,,29533,NASA Events
11018,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.38350913,-51.42501597,Brazil,BR,,0,NASA Events
11019,2023-08-04 0:00:00,,Landslide,Downpour,21.74891299,103.8603487,Vietnam,VN,,0,NASA Events
11020,2023-07-28 0:00:00,,Landslide,Rain,24.82233956,118.3301513,China,CN,,28316,NASA Events
11021,2023-02-19 0:00:00,,Landslide,Heavy Rain,-23.780863,-45.69219019,Brazil,BR,,25340,NASA Events
11022,2018-07-30 0:00:00,,Landslide,Monsoon,12.54024679,99.07005709,Myanmar,MM,,19462,NASA Events
11023,2023-08-16 0:00:00,,Landslide,Rain,22.25345856,92.47791507,Bangladesh,BD,,31082,NASA Events
11024,2023-07-26 0:00:00,,Landslide,Rain,17.98052898,121.0791113,Philippines,PH,,29031,NASA Events
11025,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.11852814,-52.01179652,Brazil,BR,,0,NASA Events
11026,2023-08-16 0:00:00,,Landslide,Rain,21.97463895,92.23403832,Bangladesh,BD,,31432,NASA Events
11027,2023-07-26 0:00:00,,Landslide,Rain,18.06898801,121.0286425,Philippines,PH,,28888,NASA Events
11028,2023-07-26 0:00:00,,Landslide,Rain,18.31187832,120.9804983,Philippines,PH,,28500,NASA Events
11029,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.86248407,-51.76749618,Brazil,BR,,0,NASA Events
11030,2023-08-16 0:00:00,,Landslide,Rain,22.00433504,92.26280401,Bangladesh,BD,,32653,NASA Events
11031,2023-07-26 0:00:00,,Landslide,Rain,18.06665334,121.0712373,Philippines,PH,,29256,NASA Events
11032,2023-08-16 0:00:00,,Landslide,Rain,21.83248408,92.25939937,Bangladesh,BD,,32728,NASA Events
11033,2023-08-16 0:00:00,,Landslide,Rain,21.9200875,92.24814999,Bangladesh,BD,,31539,NASA Events
11034,2023-08-04 0:00:00,,Landslide,Downpour,21.86262719,103.9006705,Vietnam,VN,,30656,NASA Events
11035,2023-07-26 0:00:00,,Landslide,Rain,17.68052114,121.034162,Philippines,PH,,0,NASA Events
11036,2023-08-16 0:00:00,,Landslide,Rain,21.8757486,92.25780725,Bangladesh,BD,,31575,NASA Events
11037,2023-08-04 0:00:00,,Landslide,Downpour,21.78176776,103.8794109,Vietnam,VN,,30803,NASA Events
11038,2023-07-26 0:00:00,,Landslide,Rain,18.0286844,121.0670036,Philippines,PH,,28940,NASA Events
11039,2023-07-26 0:00:00,,Landslide,Rain,17.7056252,121.0289659,Philippines,PH,,0,NASA Events
11040,2023-08-16 0:00:00,,Landslide,Rain,21.98942663,92.22417584,Bangladesh,BD,,31358,NASA Events
11041,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.44011183,-53.25737433,Brazil,BR,,0,NASA Events
11042,2023-08-16 0:00:00,,Landslide,Rain,22.01410681,92.23780947,Bangladesh,BD,,32675,NASA Events
11043,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.46109801,-53.09683914,Brazil,BR,,0,NASA Events
11044,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.97309169,-51.46009135,Brazil,BR,,0,NASA Events
11045,2023-08-16 0:00:00,,Landslide,Rain,21.99316522,92.27124233,Bangladesh,BD,,31762,NASA Events
11046,2023-07-26 0:00:00,,Landslide,Rain,17.74977406,121.0078349,Philippines,PH,,0,NASA Events
11047,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.10513678,-51.43037324,Brazil,BR,,0,NASA Events
11048,2023-07-26 0:00:00,,Landslide,Rain,17.32180234,120.9774494,Philippines,PH,,0,NASA Events
11049,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.90204627,-51.81342005,Brazil,BR,,0,NASA Events
11050,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.9649616,-51.75533208,Brazil,BR,,0,NASA Events
11051,2023-07-28 0:00:00,,Landslide,Rain,24.83103813,118.3616856,China,CN,,28297,NASA Events
11052,2023-07-26 0:00:00,,Landslide,Rain,17.91542818,120.970684,Philippines,PH,,29524,NASA Events
11053,2023-07-26 0:00:00,,Landslide,Rain,17.93226004,121.0453557,Philippines,PH,,29568,NASA Events
11054,2023-08-04 0:00:00,,Landslide,Downpour,21.78028377,103.8875171,Vietnam,VN,,0,NASA Events
11055,2023-08-16 0:00:00,,Landslide,Rain,23.26344708,92.38594317,Bangladesh,BD,,30962,NASA Events
11056,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.25385051,-51.73073658,Brazil,BR,,0,NASA Events
11057,2023-07-09 0:00:00,,Landslide,Heavy Rain,30.94777059,77.04860488,India,IN,,27923,NASA Events
11058,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.61961934,-53.26846087,Brazil,BR,,0,NASA Events
11059,2023-07-09 0:00:00,,Landslide,Downpour,36.75088969,128.5202436,South Korea,KR,,27809,NASA Events
11060,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.16171346,-51.89828536,Brazil,BR,,0,NASA Events
11061,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.45399323,-53.32753817,Brazil,BR,,0,NASA Events
11062,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.31946444,-51.80548211,Brazil,BR,,0,NASA Events
11063,2023-07-21 0:00:00,,Landslide,Heavy Rain,4.27171766,-73.94335102,Colombia,CO,,28045,NASA Events
11064,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.04238222,-51.65472598,Brazil,BR,,0,NASA Events
11065,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.07374695,-51.53614612,Brazil,BR,,0,NASA Events
11066,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.93471811,-51.236958,Brazil,BR,,0,NASA Events
11067,2023-07-09 0:00:00,,Landslide,Downpour,36.75114357,128.4797709,South Korea,KR,,27747,NASA Events
11068,2022-04-02 0:00:00,,Landslide,Rain,-23.14745514,-44.22157073,Brazil,BR,,25035,NASA Events
11069,2023-07-26 0:00:00,,Landslide,Rain,17.9300535,121.0994557,Philippines,PH,,29681,NASA Events
11070,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.96310829,-51.91311192,Brazil,BR,,0,NASA Events
11071,2023-08-16 0:00:00,,Landslide,Rain,22.01147832,92.23169666,Bangladesh,BD,,31992,NASA Events
11072,2023-07-26 0:00:00,,Landslide,Rain,18.34971226,120.9804266,Philippines,PH,,28490,NASA Events
11073,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.34845623,-52.28896025,Brazil,BR,,0,NASA Events
11074,2023-08-04 0:00:00,,Landslide,Downpour,21.84042953,103.9263916,Vietnam,VN,,0,NASA Events
11075,2022-10-28 0:00:00,,Landslide,Rain,6.75893475,124.323664,Philippines,PH,,25282,NASA Events
11076,2023-02-19 0:00:00,,Landslide,Heavy Rain,-23.89959946,-45.42684901,Brazil,BR,,25589,NASA Events
11077,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.15542447,-51.03989424,Brazil,BR,,0,NASA Events
11078,2023-07-09 0:00:00,,Landslide,Downpour,36.76965406,128.5235034,South Korea,KR,,27677,NASA Events
11079,2023-08-04 0:00:00,,Landslide,Downpour,21.74057149,103.8919207,Vietnam,VN,,0,NASA Events
11080,2023-08-16 0:00:00,,Landslide,Rain,22.0458326,92.21820792,Bangladesh,BD,,31264,NASA Events
11081,2023-08-16 0:00:00,,Landslide,Rain,22.01951939,92.26682028,Bangladesh,BD,,31801,NASA Events
11082,2023-07-26 0:00:00,,Landslide,Rain,17.97089607,120.9622433,Philippines,PH,,0,NASA Events
11083,2023-08-04 0:00:00,,Landslide,Downpour,21.78691757,103.9400668,Vietnam,VN,,0,NASA Events
11084,2023-07-26 0:00:00,,Landslide,Rain,18.11953487,121.0509304,Philippines,PH,,28749,NASA Events
11085,2023-08-16 0:00:00,,Landslide,Rain,22.29694171,92.47205861,Bangladesh,BD,,31044,NASA Events
11086,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.44274903,-53.2234988,Brazil,BR,,0,NASA Events
11087,2023-08-16 0:00:00,,Landslide,Rain,21.96585084,92.25675703,Bangladesh,BD,,31477,NASA Events
11088,2023-07-26 0:00:00,,Landslide,Rain,17.98427345,121.0493693,Philippines,PH,,29021,NASA Events
11089,2022-10-28 0:00:00,,Landslide,Rain,7.12109529,124.0936578,Philippines,PH,,25251,NASA Events
11090,2023-07-26 0:00:00,,Landslide,Rain,17.49848387,121.0251951,Philippines,PH,,0,NASA Events
11091,2023-08-16 0:00:00,,Landslide,Rain,21.92265874,92.25511529,Bangladesh,BD,,31548,NASA Events
11092,2023-08-04 0:00:00,,Landslide,Downpour,21.79416269,103.9557457,Vietnam,VN,,0,NASA Events
11093,2023-08-16 0:00:00,,Landslide,Rain,21.86265094,92.23912045,Bangladesh,BD,,31612,NASA Events
11094,2023-07-28 0:00:00,,Landslide,Rain,24.8730492,118.3559171,China,CN,,28113,NASA Events
11095,2023-07-26 0:00:00,,Landslide,Rain,17.91207864,121.0422637,Philippines,PH,,29808,NASA Events
11096,2023-08-04 0:00:00,,Landslide,Downpour,21.83510392,103.9046728,Vietnam,VN,,0,NASA Events
11097,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.90182153,-51.18212373,Brazil,BR,,0,NASA Events
11098,2023-08-04 0:00:00,,Landslide,Downpour,21.80941139,103.9536967,Vietnam,VN,,0,NASA Events
11099,2023-02-19 0:00:00,,Landslide,Heavy Rain,-23.8213147,-45.52414044,Brazil,BR,,25492,NASA Events
11100,2023-08-04 0:00:00,,Landslide,Downpour,21.85254153,103.9674553,Vietnam,VN,,0,NASA Events
11101,2023-08-04 0:00:00,,Landslide,Downpour,21.73757156,103.9170409,Vietnam,VN,,0,NASA Events
11102,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.90943435,-51.3214179,Brazil,BR,,0,NASA Events
11103,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.87077739,-51.75990876,Brazil,BR,,0,NASA Events
11104,2023-08-04 0:00:00,,Landslide,Downpour,21.83562964,103.9249313,Vietnam,VN,,0,NASA Events
11105,2023-08-16 0:00:00,,Landslide,Rain,21.9738543,92.22730238,Bangladesh,BD,,31509,NASA Events
11106,2023-08-16 0:00:00,,Landslide,Rain,22.22576733,92.50122576,Bangladesh,BD,,31143,NASA Events
11107,2023-08-16 0:00:00,,Landslide,Rain,21.99225437,92.23293867,Bangladesh,BD,,32380,NASA Events
11108,2023-08-04 0:00:00,,Landslide,Downpour,21.73399428,103.8498651,Vietnam,VN,,0,NASA Events
11109,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.4305682,-53.24644177,Brazil,BR,,0,NASA Events
11110,2023-08-04 0:00:00,,Landslide,Downpour,21.79644943,103.9314406,Vietnam,VN,,0,NASA Events
11111,2023-07-26 0:00:00,,Landslide,Rain,18.05632888,121.0572421,Philippines,PH,,28855,NASA Events
11112,2023-08-16 0:00:00,,Landslide,Rain,21.96916058,92.23489216,Bangladesh,BD,,32617,NASA Events
11113,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.5844084,-53.26607419,Brazil,BR,,0,NASA Events
11114,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.94338503,-51.24755541,Brazil,BR,,0,NASA Events
11115,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.34123084,-52.53597804,Brazil,BR,,0,NASA Events
11116,2023-07-26 0:00:00,,Landslide,Rain,18.27224513,120.9596768,Philippines,PH,,0,NASA Events
11117,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.35713941,-53.23640743,Brazil,BR,,0,NASA Events
11118,2023-08-16 0:00:00,,Landslide,Rain,21.99802653,92.23185586,Bangladesh,BD,,32381,NASA Events
11119,2022-10-28 0:00:00,,Landslide,Rain,6.73918697,124.3378926,Philippines,PH,,25204,NASA Events
11120,2023-07-28 0:00:00,,Landslide,Rain,24.80333994,118.3207444,China,CN,,28386,NASA Events
11121,2022-10-28 0:00:00,,Landslide,Rain,6.77684389,124.0714153,Philippines,PH,,25198,NASA Events
11122,2023-07-09 0:00:00,,Landslide,Downpour,36.74640718,128.487654,South Korea,KR,,27756,NASA Events
11123,2023-07-26 0:00:00,,Landslide,Rain,17.83059873,121.027422,Philippines,PH,,30231,NASA Events
11124,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.94543746,-52.06851145,Brazil,BR,,0,NASA Events
11125,2022-10-28 0:00:00,,Landslide,Rain,6.76285763,124.3330717,Philippines,PH,,25278,NASA Events
11126,2023-07-26 0:00:00,,Landslide,Rain,17.81970776,121.0461384,Philippines,PH,,30279,NASA Events
11127,2023-07-26 0:00:00,,Landslide,Rain,17.89127561,121.0421064,Philippines,PH,,29994,NASA Events
11128,2023-07-26 0:00:00,,Landslide,Rain,17.68198302,120.9620097,Philippines,PH,,0,NASA Events
11129,2023-07-26 0:00:00,,Landslide,Rain,17.88654877,121.0352356,Philippines,PH,,30093,NASA Events
11130,2023-08-16 0:00:00,,Landslide,Rain,21.96728168,92.25351167,Bangladesh,BD,,32022,NASA Events
11131,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.16773144,-51.74709407,Brazil,BR,,0,NASA Events
11132,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.93358033,-52.04617705,Brazil,BR,,0,NASA Events
11133,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.32546348,-51.38478513,Brazil,BR,,0,NASA Events
11134,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.42408606,-53.23938437,Brazil,BR,,0,NASA Events
11135,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-28.98611579,-51.9122562,Brazil,BR,,0,NASA Events
11136,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.64946182,-53.60931006,Brazil,BR,,0,NASA Events
11137,2024-04-29 0:00:00, ,Landslide,Heavy Rain,-29.25271639,-51.74576839,Brazil,BR,,0,NASA Events
