"Breakpoint","Estimate","CI_Lower","CI_Upper","Boot_SE","Success_Rate"
1,0.769234995401126,0.75600285625159,0.782640061914492,0.0717800720272168,1
2,0.868141174777857,0.859061056989923,0.876207326071456,0.038100202456679,1
