OBJECTID,Event_Date,Latitude,Longitude,Event_Time_approximate,Landslide_Category,Landslide_Trigger,Country_Name,Country_Code,Administrative_Division,ev_id,Source,Window_1_Start_Days,Window_1_End_Days,MODIS_Date_1,Days_Before_1,NDVI_1,EVI_1,FVC_1,QA_1,LAI_Date_1,LAI_1,FPAR_1,S2_Date_1,S2_NDVI_1,S2_EVI_1,S2_SAVI_1,S2_NDMI_1,S2_NBR_1,S2_NDWI_Gao_1,S2_NDWI_McFeeters_1,S2_PSRI_1,S2_GNDVI_1,S2_RVI_1,Window_2_Start_Days,Window_2_End_Days,MODIS_Date_2,Days_Before_2,NDVI_2,EVI_2,FVC_2,QA_2,LAI_Date_2,LAI_2,FPAR_2,S2_Date_2,S2_NDVI_2,S2_EVI_2,S2_SAVI_2,S2_NDMI_2,S2_NBR_2,S2_NDWI_Gao_2,S2_NDWI_McFeeters_2,S2_PSRI_2,S2_GNDVI_2,S2_RVI_2,Window_3_Start_Days,Window_3_End_Days,MODIS_Date_3,Days_Before_3,NDVI_3,EVI_3,FVC_3,QA_3,LAI_Date_3,LAI_3,FPAR_3,S2_Date_3,S2_NDVI_3,S2_EVI_3,S2_SAVI_3,S2_NDMI_3,S2_NBR_3,S2_NDWI_Gao_3,S2_NDWI_McFeeters_3,S2_PSRI_3,S2_GNDVI_3,S2_RVI_3,Window_4_Start_Days,Window_4_End_Days,MODIS_Date_4,Days_Before_4,NDVI_4,EVI_4,FVC_4,QA_4,LAI_Date_4,LAI_4,FPAR_4,S2_Date_4,S2_NDVI_4,S2_EVI_4,S2_SAVI_4,S2_NDMI_4,S2_NBR_4,S2_NDWI_Gao_4,S2_NDWI_McFeeters_4,S2_PSRI_4,S2_GNDVI_4,S2_RVI_4,Window_5_Start_Days,Window_5_End_Days,MODIS_Date_5,Days_Before_5,NDVI_5,EVI_5,FVC_5,QA_5,LAI_Date_5,LAI_5,FPAR_5,S2_Date_5,S2_NDVI_5,S2_EVI_5,S2_SAVI_5,S2_NDMI_5,S2_NBR_5,S2_NDWI_Gao_5,S2_NDWI_McFeeters_5,S2_PSRI_5,S2_GNDVI_5,S2_RVI_5,NDVI_change_1_to_2,NDVI_change_2_to_3,NDVI_change_3_to_4,NDVI_change_4_to_5,EVI_change_1_to_2,EVI_change_2_to_3,EVI_change_3_to_4,EVI_change_4_to_5,LAI_change_1_to_2,LAI_change_2_to_3,LAI_change_3_to_4,LAI_change_4_to_5,S2_NDVI_change_1_to_2,S2_NDVI_change_2_to_3,S2_NDVI_change_3_to_4,S2_NDVI_change_4_to_5,MODIS_IGBP,MODIS_IGBP_Class,MODIS_LC_Year,Copernicus_LC,Copernicus_LC_Class,Tree_Cover_Fraction,Forest_Type,Hansen_Tree_Cover_2000_Percent,Hansen_Forest_Class,Hansen_Forest_Loss_Year,Hansen_Forest_Gain,Month,Season,Climate_Zone,Continent,MODIS_IGBP_Class_F,Land_Cover_Major,Land_Cover_Simplified,NDVI_change_rate_1_to_2,EVI_change_rate_1_to_2,LAI_change_rate_1_to_2,NDVI_change_pattern
8908,2024/4/29,-28.95332481,-52.06354825, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.7396,0.3678,0.382571429,0,2024/4/22,5.3,0.89,2024/4/26,0.861516035,2,1.292038623,0.286325872,0.56495098,0.286325872,-0.799859056,-0.036805012,0.799859056,13.44210526,32,16,2024/4/6,23,0.7648,0.4468,0.495428571,0,2024/4/6,4,0.85,2024/4/6,0.899866489,2,1.349574504,0.257344812,0.551799346,0.257344812,-0.825529185,-0.042867182,0.825529185,18.97333333,48,32,2024/3/21,39,0.7718,0.4741,0.534428571,0,2024/3/21,6,0.9,2024/3/27,0.883082952,2,1.324408163,0.259226918,0.528226875,0.259226918,-0.823529412,-0.034686091,0.823529412,16.10614525,64,48,2024/3/5,55,0.8034,0.571,0.672857143,0,2024/3/5,6,0.9,2024/3/7,0.887599267,2,1.331195602,0.268993855,0.570520966,0.268993855,-0.804906542,-0.048543689,0.804906542,16.79347826,80,64,2024/2/18,71,0.7613,0.4492,0.498857143,0,2024/2/18,5.8,0.9,2024/2/21,0.884343279,2,1.326310933,0.294590026,0.608296141,0.294590026,-0.81618737,-0.039830232,0.81618737,16.29255319,0.034072472,0.00915272,0.04094325,-0.05240229,0.214790647,0.061101164,0.20438726,-0.213309982,-0.245283019,0.5,0,-0.033333333,0.044515078,-0.018651141,0.005114259,-0.003668309,9,Savannas,2022,112,"Closed forest, evergreen broad leaf",87.63895487,Evergreen broad leaf,86.61370602,Dense forest,2014,TRUE,4,Spring,Temperate,South America,Savannas,Savannas,Grasslands/Shrublands,4.606878259,58.39876212,-4.627981488,Slight Increase
8909,2024/4/29,-29.43519485,-53.24764795, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.814,0.3139,0.305571429,1,2024/4/22,5.6,0.88,2024/4/21,0.838321942,2,1.257408826,0.344827592,0.62924282,0.344827592,-0.724900487,-0.071538462,0.724900487,11.37026239,32,16,2024/4/6,23,0.8481,0.3595,0.370714286,0,2024/4/6,5.6,0.88,2024/4/6,0.853326858,2,1.279912584,0.35655883,0.62573224,0.35655883,-0.73810066,-0.071540881,0.73810066,12.63576159,48,32,2024/3/21,39,0.7203,0.3708,0.386857143,0,2024/3/21,6.7,0.91,2024/3/27,0.830527497,2,1.245703865,0.337570488,0.60137457,0.337570488,-0.720917964,-0.069589209,0.720917964,10.8013245,64,48,2024/3/5,55,0.8392,0.3181,0.311571429,0,2024/3/5,4,0.84,2024/3/7,0.838563793,2,1.257759507,0.317619324,0.607284054,0.317619324,-0.725308642,-0.071407275,0.725308642,11.38879457,80,64,2024/2/18,71,0.8333,0.4708,0.529714286,0,2024/2/18,5.6,0.89,2024/2/21,0.471735537,2,0.707574067,0.250649631,0.489585947,0.250649631,-0.416931891,-0.052560647,0.416931891,2.785982478,0.041891892,-0.150689777,0.16507011,-0.007030505,0.145269194,0.031432545,-0.142125135,0.480037724,0,0.196428571,-0.402985075,0.4,0.017898751,-0.026718203,0.009676135,-0.437448241,9,Savannas,2022,112,"Closed forest, evergreen broad leaf",77.80378251,Evergreen broad leaf,96.20700598,Dense forest,2010,FALSE,4,Spring,Temperate,South America,Savannas,Savannas,Grasslands/Shrublands,5.146424065,46.278813,0,Moderate Increase
8910,2024/4/29,-29.65121042,-53.5373649, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.8249,0.5261,0.608714286,0,2024/4/22,4.1,0.87,2024/4/21,0.918932786,2,1.378222393,0.429117322,0.718355157,0.429117322,-0.842364532,-0.043315508,0.842364532,23.67088608,32,16,2024/4/6,23,0.8951,0.5946,0.706571429,0,2024/4/6,6,0.92,2024/4/6,0.925155925,2,1.387553592,0.430391967,0.732460243,0.430391967,-0.841869717,-0.046976242,0.841869717,25.72222222,48,32,2024/3/21,39,0.886,0.6225,0.746428571,0,2024/3/21,6.6,0.9,2024/3/27,0.914147828,2,1.371047619,0.413088322,0.708456132,0.413088322,-0.83625731,-0.044320594,0.83625731,22.29585799,64,48,2024/3/5,55,0.8914,0.4951,0.564428571,0,2024/3/5,6.4,0.9,2024/3/7,0.912871287,2,1.369137483,0.416681945,0.715046605,0.416681945,-0.828246984,-0.048395445,0.828246984,21.95454545,80,64,2024/2/18,71,0.8833,0.7899,0.985571429,0,2024/2/18,4.9,0.86,2024/2/24,0.911304794,2,1.366782007,0.414532334,0.723532131,0.414532334,-0.8203125,-0.052306867,0.8203125,21.54913295,0.085101224,-0.010166462,0.006094808,-0.00908683,0.130203383,0.046922301,-0.204658635,0.595435266,0.463414634,0.1,-0.03030303,-0.234375,0.006772137,-0.01189864,-0.001396428,-0.001716007,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",75.79225352,Evergreen broad leaf,97.72032144,Dense forest,NA,FALSE,4,Spring,Temperate,South America,Evergreen Broadleaf Forests,Forests,Forests,10.31655042,24.74878985,11.30279595,Strong Increase
8911,2023/8/16,21.9272218,92.25127653,,Landslide,Rain,Bangladesh,BD,,31528,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,1.5,0.49,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,6,0.94,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,0.8817,0.7471,0.924428571,1,2023/7/12,1.6,0.48,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,0.8206,0.6463,0.780428571,1,2023/6/26,2.2,0.59,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,NA,NA,NA,3,2023/6/10,0.6,0.27,2023/5/28,0.793772563,2,1.190524535,0.217830881,0.527084134,0.217830881,-0.670168067,-0.082515723,0.670168067,8.698030635,NA,NA,-0.069297947,NA,NA,NA,-0.134921697,NA,3,-0.733333333,0.375,-0.727272727,NA,NA,NA,NA,8,Woody Savannas,2022,112,"Closed forest, evergreen broad leaf",66.06149733,Evergreen broad leaf,62.61469441,Dense forest,2001,TRUE,8,Summer,Tropical,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,NA,NA,200,NA
8912,2024/4/29,-29.38686165,-53.18431096, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.8176,0.3218,0.316857143,0,2024/4/22,5.2,0.86,2024/4/21,0.923864531,2,1.38561491,0.415491611,0.710151692,0.415491611,-0.846774194,-0.043395197,0.846774194,25.26896552,32,16,2024/4/6,23,0.9095,0.3818,0.402571429,0,2024/4/6,6.1,0.93,2024/4/6,0.933380581,2,1.399905516,0.442877293,0.724036233,0.442877293,-0.848238482,-0.047653959,0.848238482,29.0212766,48,32,2024/3/21,39,0.894,0.4964,0.566285714,0,2024/3/21,5.8,0.9,2024/3/27,0.921372409,2,1.381893985,0.405857742,0.701265823,0.405857742,-0.826086957,-0.054315476,0.826086957,24.43636364,64,48,2024/3/5,55,0.9122,0.4172,0.453142857,0,2024/3/5,6,0.9,2024/3/7,0.934065934,2,1.400958945,0.432800472,0.720583007,0.432800472,-0.8274495,-0.060330579,0.8274495,29.33333333,80,64,2024/2/18,71,0.8873,0.5827,0.689571429,0,2024/2/18,6.2,0.93,2024/2/21,0.312539784,2,0.468772376,0.135462552,0.205143191,0.135462552,-0.290362954,-0.026188167,0.290362954,1.909259259,0.112402153,-0.017042331,0.020357942,-0.027296645,0.186451212,0.30015715,-0.159548751,0.396692234,0.173076923,-0.049180328,0.034482759,0.033333333,0.010300265,-0.012865248,0.013776759,-0.665398585,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",92.54988124,Evergreen broad leaf,98.72818382,Dense forest,NA,FALSE,4,Spring,Temperate,South America,Evergreen Broadleaf Forests,Forests,Forests,13.7478171,57.94009072,3.328402367,Strong Increase
8913,2023/7/26,18.29123802,121.0197655,,Landslide,Rain,Philippines,PH,,29187,NASA Events,16,0,2023/7/12,14,0.9,0.5916,0.702285714,0,2023/7/20,5.1,0.84,2023/7/21,0.855558294,2,1.283179298,0.297483623,0.634389926,0.297483623,-0.6905457,-0.105207226,0.6905457,12.84641638,32,16,2023/6/26,30,0.8814,0.6054,0.722,0,2023/7/4,6.4,0.95,2023/7/9,0.849785408,2,1.274507174,0.327174753,0.656099904,0.327174753,-0.69935929,-0.095707657,0.69935929,12.31428571,48,32,2023/6/10,46,0.8623,0.692,0.845714286,0,2023/6/18,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8822,0.6214,0.744857143,0,2023/6/2,5.3,0.86,2023/6/6,0.804772234,2,1.207012893,0.303848177,0.621130115,0.303848177,-0.661047028,-0.095886752,0.661047028,9.244444444,80,64,2023/5/9,78,0.8737,0.5932,0.704571429,0,2023/5/17,6.5,0.9,2023/5/7,0.06403385,-0.363258121,0.096047389,0.052896023,0.14676598,0.052896023,-0.052161785,-0.021208908,0.052161785,1.136829415,-0.020666667,-0.02167007,0.023077815,-0.009635003,0.023326572,0.14304592,-0.102023121,-0.045381397,0.254901961,0.03125,-0.196969697,0.226415094,-0.006747508,NA,NA,-0.920432331,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",70.82328191,Evergreen broad leaf,83.92226807,Dense forest,2015,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-2.296296296,3.94296349,4.998077662,Slight Decrease
8914,2023/8/4,21.8789758,103.9204031,,Landslide,Downpour,Vietnam,VN,,0,NASA Events,16,0,2023/7/28,7,NA,NA,NA,3,2023/7/28,2.6,0.69,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/12,23,NA,NA,NA,3,2023/7/12,1.6,0.49,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/6/26,39,NA,NA,NA,3,2023/6/26,2.3,0.55,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/10,55,NA,NA,NA,3,2023/6/10,2.1,0.64,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/5/25,71,0.8404,0.4003,0.429,1,2023/5/25,2.2,0.65,2023/5/31,0.573569148,1.442426489,0.860248066,0.054659203,0.304418652,0.054659203,-0.543614458,-0.024664377,0.543614458,3.690092166,NA,NA,NA,NA,NA,NA,NA,NA,-0.384615385,0.4375,-0.086956522,0.047619048,NA,NA,NA,NA,9,Savannas,2022,116,"Closed forest, unknown",67.64753004,Evergreen broad leaf,16.00676115,Sparse forest,2019,FALSE,8,Summer,Temperate,Asia,Savannas,Savannas,Grasslands/Shrublands,NA,NA,-14.79289941,NA
8915,2024/4/29,-29.06522252,-51.50766739, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.8441,0.5888,0.698285714,0,2024/4/22,2.5,0.85,2024/4/21,0.922927461,2,1.384167071,0.396519274,0.701920321,0.396519274,-0.856205064,-0.037386325,0.856205064,24.94957983,32,16,2024/4/6,23,0.8716,0.6324,0.760571429,0,2024/4/6,3.6,0.87,2024/4/6,0.926908341,2,1.390157654,0.438820422,0.714660372,0.438820422,-0.853700028,-0.040991129,0.853700028,26.36290323,48,32,2024/3/21,39,0.8682,0.6182,0.740285714,0,2024/3/21,2.9,0.79,2024/3/27,0.905778894,2,1.358455016,0.39142397,0.689780006,0.39142397,-0.821675173,-0.04845089,0.821675173,20.22666667,64,48,2024/3/5,55,0.813,0.6329,0.761285714,0,2024/3/5,1.7,0.5,2024/3/7,0.913572733,2,1.370150616,0.391150445,0.689868315,0.391150445,-0.834305718,-0.045165394,0.834305718,22.14084507,80,64,2024/2/18,71,0.7649,0.5201,0.600142857,0,2024/2/18,3,0.82,2024/2/21,0.904687091,2,1.356852991,0.428795904,0.717997166,0.428795904,-0.826720241,-0.044817157,0.826720241,19.98351648,0.032579078,-0.003900872,-0.06357982,-0.059163592,0.074048913,-0.022454143,0.023778712,-0.178227208,0.44,-0.194444444,-0.413793103,0.764705882,0.004313318,-0.022795616,0.00860457,-0.009726256,8,Woody Savannas,2022,122,"Open forest, evergreen broad leaf",65.33772455,Evergreen broad leaf,85.03052219,Dense forest,NA,FALSE,4,Spring,Temperate,South America,Woody Savannas,Savannas,Grasslands/Shrublands,3.859623067,12.57624203,17.6,Slight Increase
8916,2022/10/28,6.79572151,124.0391423,,Landslide,Rain,Philippines,PH,,25218,NASA Events,16,0,2022/10/16,12,0.8945,0.47,0.528571429,1,2022/10/24,6.1,0.92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2022/9/30,28,0.8259,0.6302,0.757428571,0,2022/10/8,0.9,0.37,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2022/9/14,44,0.7614,0.5357,0.622428571,0,2022/9/22,0.7,0.31,2022/9/13,0.8984375,2,1.347524656,0.370558381,0.651656754,0.370558381,-0.773399015,-0.074279835,0.773399015,18.69230769,64,48,2022/8/29,60,NA,NA,NA,3,2022/9/6,6.3,0.89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2022/8/13,76,0.8216,0.5925,0.703571429,0,2022/8/21,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.076690889,-0.078096622,NA,NA,0.340851064,-0.149952396,NA,NA,-0.852459016,-0.222222222,8,0.047619048,NA,NA,NA,NA,8,Woody Savannas,2022,112,"Closed forest, evergreen broad leaf",72.78670788,Evergreen broad leaf,82.5149784,Dense forest,2019,FALSE,10,Fall,Tropical,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,-8.57360411,72.52150294,-13.97473797,Moderate Decrease
8917,2023/8/4,21.70624776,103.8278468,,Landslide,Downpour,Vietnam,VN,,0,NASA Events,16,0,2023/7/28,7,NA,NA,NA,3,2023/7/28,1.1,0.43,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/12,23,0.7998,0.5556,0.650857143,0,2023/7/12,1.3,0.48,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/6/26,39,NA,NA,NA,3,2023/6/26,1.6,0.56,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/10,55,NA,NA,NA,3,2023/6/10,1.4,0.54,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/5/25,71,0.745,0.2705,0.243571429,1,2023/5/25,1.7,0.62,2023/5/31,0.091689666,0.377239465,0.137523956,-0.062911294,-0.001822515,-0.062911294,-0.117388575,0.042134831,0.117388575,1.201890614,NA,NA,NA,NA,NA,NA,NA,NA,0.181818182,0.230769231,-0.125,0.214285714,NA,NA,NA,NA,9,Savannas,2022,116,"Closed forest, unknown",59.47098516,Evergreen broad leaf,10.00156413,Sparse forest,2016,TRUE,8,Summer,Temperate,Asia,Savannas,Savannas,Grasslands/Shrublands,NA,NA,16.52892562,NA
8918,2023/7/26,17.93901908,121.0738052,,Landslide,Rain,Philippines,PH,,29644,NASA Events,16,0,2023/7/12,14,0.9851,0.5654,0.664857143,1,2023/7/20,6.2,0.93,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8454,0.608,0.725714286,0,2023/7/4,6.6,0.9,2023/6/26,0.160295104,1.28150134,0.2404225,0.028231798,0.098761512,0.028231798,-0.161463578,0.001734104,0.161463578,1.381789137,48,32,2023/6/10,46,0.8721,0.6398,0.771142857,1,2023/6/18,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.7752,0.6258,0.751142857,1,2023/6/2,6.6,0.9,2023/5/27,0.837446074,2,1.256060737,0.346484572,0.639667385,0.346484572,-0.67870093,-0.102930128,0.67870093,11.30360934,80,64,2023/5/9,78,0.8185,0.6608,0.801142857,1,2023/5/17,3.4,0.74,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.141813014,0.031582683,-0.111111111,0.055856553,0.075344889,0.052302632,-0.021881838,0.055928412,0.064516129,0,0,-0.484848485,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",91.22301136,Evergreen broad leaf,81.1505606,Dense forest,2005,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-14.39579879,13.32594421,1.040582726,Strong Decrease
8919,2023/7/28,24.84813591,118.3415571,,Landslide,Rain,China,CN,,28174,NASA Events,16,0,2023/7/12,16,0.8259,0.4879,0.554142857,0,2023/7/20,5.6,0.88,2023/7/12,0.854976565,2,1.282288077,0.318181813,0.642177203,0.318181813,-0.725128205,-0.081153389,0.725128205,12.79087452,32,16,2023/6/26,32,0.8793,0.3942,0.420285714,0,2023/7/4,6.2,0.89,2023/7/7,0.699468085,2,1.04885344,0.063670412,0.412154696,0.063670412,-0.5975,-0.075117371,0.5975,5.654867257,48,32,2023/6/10,48,0.6613,0.3807,0.401,1,2023/6/18,1.5,0.53,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,64,0.7834,0.5417,0.631,0,2023/6/2,4.8,0.83,2023/6/2,0.400221729,-0.944778854,0.600249411,0.410385251,0.642392718,0.410385251,-0.262368816,-0.155977831,0.262368816,2.334565619,80,64,2023/5/9,80,0.7843,0.5414,0.630571429,0,2023/5/17,0.1,0.06,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064656738,-0.247924485,0.184636322,0.001148838,-0.192047551,-0.034246575,0.422905175,-0.000553812,0.107142857,-0.758064516,2.2,-0.979166667,-0.181886248,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,111,"Closed forest, evergreen needle leaf",95.94878361,Evergreen needle leaf,77.48696758,Dense forest,NA,FALSE,7,Summer,Temperate,Asia,Evergreen Broadleaf Forests,Forests,Forests,7.828640042,-39.3620723,1.913265306,Moderate Increase
8920,2023/8/4,22.31246873,102.7016942,,Landslide,Downpour,Vietnam,VN,,0,NASA Events,16,0,2023/7/28,7,NA,NA,NA,3,2023/7/28,1.3,0.49,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/12,23,0.8511,0.5728,0.675428571,0,2023/7/12,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/6/26,39,NA,NA,NA,3,2023/6/26,1.2,0.46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/10,55,NA,NA,NA,3,2023/6/10,0.3,0.12,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/5/25,71,0.8298,0.5517,0.645285714,1,2023/5/25,6.6,0.9,2023/5/31,0.813483146,2,1.220053363,0.289652407,0.629068887,0.289652407,-0.684759916,-0.084262701,0.684759916,9.722891566,NA,NA,NA,NA,NA,NA,NA,NA,4.076923077,-0.818181818,-0.75,21,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",100,Evergreen broad leaf,72.3048385,Dense forest,NA,FALSE,8,Summer,Temperate,Asia,Evergreen Broadleaf Forests,Forests,Forests,NA,NA,313.6094675,NA
8921,2023/7/26,18.01484234,121.1127188,,Landslide,Rain,Philippines,PH,,29094,NASA Events,16,0,2023/7/12,14,0.8493,0.5269,0.609857143,0,2023/7/20,6.3,0.94,2023/7/21,0.863384021,2,1.294919754,0.256101519,0.574546196,0.256101519,-0.730553688,-0.08238342,0.730553688,13.63957597,32,16,2023/6/26,30,0.8022,0.5226,0.603714286,0,2023/7/4,4,0.8,2023/7/6,0.837402344,2,1.255950201,0.244584098,0.551112943,0.244584098,-0.69619112,-0.090619187,0.69619112,11.3003003,48,32,2023/6/10,46,0.8228,0.54,0.628571429,0,2023/6/18,5.9,0.88,2023/6/21,0.838939357,2,1.258254572,0.239040524,0.5578203,0.239040524,-0.701885935,-0.087583445,0.701885935,11.41768293,64,48,2023/5/25,62,0.7693,0.5034,0.576285714,0,2023/6/2,5.9,0.88,2023/6/6,0.775948788,2,1.163790147,0.258179456,0.549571115,0.258179456,-0.638127372,-0.094747683,0.638127372,7.926530612,80,64,2023/5/9,78,0.7518,0.5628,0.661142857,0,2023/5/17,3.9,0.79,2023/5/7,0.780840799,2,1.17112668,0.222712934,0.524483776,0.222712934,-0.656764266,-0.084107327,0.656764266,8.125786164,-0.055457436,0.025679382,-0.065021877,-0.022747953,-0.008160941,0.033295063,-0.067777778,0.117997616,-0.365079365,0.475,0,-0.338983051,-0.03009284,0.001835453,-0.075083578,0.006304554,8,Woody Savannas,2022,112,"Closed forest, evergreen broad leaf",36.16453901,Evergreen broad leaf,81.48993199,Dense forest,2004,TRUE,7,Summer,Tropical,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,-6.529781648,-1.548859623,-5.794910557,Moderate Decrease
8922,2023/7/26,18.12530858,120.9989312,,Landslide,Rain,Philippines,PH,,28776,NASA Events,16,0,2023/7/12,14,0.8847,0.7405,0.915,0,2023/7/20,7,1,2023/7/21,0.880379607,2,1.320423701,0.403855652,0.718088324,0.403855652,-0.733468973,-0.090140845,0.733468973,15.7195572,32,16,2023/6/26,30,0.8824,0.7016,0.859428571,0,2023/7/4,6.6,0.9,2023/7/9,0.883049593,2,1.324411003,0.452331126,0.751663989,0.452331126,-0.766666667,-0.069968553,0.766666667,16.10126582,48,32,2023/6/10,46,0.9098,0.5336,0.619428571,0,2023/6/18,6.7,0.98,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8937,0.6558,0.794,1,2023/6/2,6.6,0.9,2023/6/6,0.793901968,2,1.190738061,0.391408473,0.674954955,0.391408473,-0.658223332,-0.091222031,0.658223332,8.70411985,80,64,2023/5/9,78,0.9333,0.5251,0.607285714,1,2023/5/17,6.4,0.89,2023/5/7,0.2262854,2,0.33940477,0.06443914,0.157089117,0.06443914,-0.210312076,-0.021524664,0.210312076,1.58493248,-0.002599751,0.031051677,-0.017696197,0.044310171,-0.052532073,-0.23945268,0.229010495,-0.199298567,-0.057142857,0.015151515,-0.014925373,-0.03030303,0.003032766,NA,NA,-0.714970602,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",80.30337079,Evergreen broad leaf,90.55945081,Dense forest,NA,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-0.293856825,-7.094135439,-0.816326531,Slight Decrease
8923,2023/2/19,-23.79039554,-45.62542612,,Landslide,Heavy Rain,Brazil,BR,,25443,NASA Events,16,0,2023/2/18,1,NA,NA,NA,NA,2023/2/18,1.4,0.51,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/2/2,17,0.6574,0.2883,0.269,0,2023/2/2,5.8,0.88,2023/1/26,0.890020367,2,1.334836364,0.414634138,0.696083551,0.414634138,-0.815032132,-0.043719212,0.815032132,17.18518519,48,32,2023/1/17,33,NA,NA,NA,NA,2023/1/17,0.3,0.14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/1/1,49,NA,NA,NA,3,2023/1/1,NA,NA,2023/1/1,0.886567164,2,1.32967033,0.388733506,0.685333333,0.388733506,-0.724634086,-0.099539701,0.724634086,16.63157895,80,64,2022/12/3,78,NA,NA,NA,NA,2022/12/11,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.142857143,-0.948275862,NA,NA,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,90,Herbaceous wetland,35.10594315,Unknown,66.13499294,Dense forest,NA,FALSE,2,Winter,Tropical,South America,Evergreen Broadleaf Forests,Forests,Forests,NA,NA,224.4897959,NA
